Date,MSFT,TSLA,^GSPC
2020-01-03,-0.01252992248844631,0.02920261371286159,-0.007084909364953873
2020-01-06,0.002581482119803802,0.01907163410857393,0.003527145194272663
2020-01-07,-0.009159578554510439,0.03806670665696377,-0.002807175084594604
2020-01-08,0.01580285677730231,0.04803258882467354,0.004890473485641422
2020-01-09,0.012415579716335223,-0.022189385476863777,0.006633214116906316
2020-01-10,-0.004637797120280673,-0.006649395571153072,-0.002859262487506342
2020-01-13,0.011952594214714729,0.09320709945133743,0.006951994045934384
2020-01-14,-0.007067998346828475,0.024578285290333568,-0.0015156808368956831
2020-01-15,0.006455328437733776,-0.03676984857543175,0.0018684502436876471
2020-01-16,0.01815750857759557,-0.009709462276707548,0.008331747422232638
2020-01-17,0.0055811224335169385,-0.00583991330438316,0.0038547232474837045
2020-01-21,-0.0035971627069750767,0.06942376595673672,-0.002655500369584729
2020-01-22,-0.004816403405349057,0.04004976680028971,0.0002890342966814785
2020-01-23,0.006136859871728184,0.004624446532712767,0.001140326193358021
2020-01-24,-0.010127937804124798,-0.012981533188175298,-0.00908328942619363
2020-01-27,-0.016864597266709858,-0.01211229808875558,-0.015855752356843666
2020-01-28,0.019406283522973133,0.0157881264331019,0.01000338350035257
2020-01-29,0.015472492008181682,0.024550631085550556,-0.0008672501435853519
2020-01-30,0.02781709551846845,0.09799949293612809,0.0031294569302104946
2020-01-31,-0.014868663137354687,0.015115868370499719,-0.017864443571362187
2020-02-03,0.024086415272345896,0.18144503018577396,0.00722842576123206
2020-02-04,0.03238641432404954,0.12861871853044615,0.014869315917506398
2020-02-05,-0.0012221612954883554,-0.18845036897286427,0.011187778658973357
2020-02-06,0.020521783092363854,0.019223358021399406,0.0033201550570023386
2020-02-07,0.001414859312067307,-0.0011890813857684535,-0.005415491009459927
2020-02-10,0.02582068676831728,0.030554905112854414,0.007299690120573743
2020-02-11,-0.02283421562660326,0.0040113039073670365,0.001687048686003223
2020-02-12,0.001462843364016031,-0.009197977033790217,0.006441853105203066
2020-02-13,-0.005428600072526102,0.046734510294277776,-0.0016317763599893453
2020-02-14,0.008887498659563953,-0.004950081791332828,0.0018418360984853166
2020-02-18,0.010091822268325501,0.07042094228822293,-0.002924213986148061
2020-02-19,0.00026703186984722294,0.0664951987517739,0.004694748284284955
2020-02-20,-0.015389061482316002,-0.01982633357095498,-0.0038228174279968385
2020-02-21,-0.03212309985454631,0.0017662268376765766,-0.010573809232820253
2020-02-24,-0.04407258424051541,-0.07752369493467626,-0.034088079420440565
2020-02-25,-0.016639468220356335,-0.041482357972054906,-0.03074790437535313
2020-02-26,0.012417323756339194,-0.026744949535016715,-0.0037856973235292912
2020-02-27,-0.07306434783498972,-0.13713308820005743,-0.045168136352262245
2020-02-28,0.02392444902779367,-0.016347892757324622,-0.008272463109652683
2020-03-02,0.06441891765338337,0.10725688782624676,0.04501086876941329
2020-03-03,-0.04910562022911957,0.002538436397835575,-0.02851048492291497
2020-03-04,0.036057201518016946,0.005337695327504832,0.04133634936063402
2020-03-05,-0.025415528010070965,-0.0338692732451662,-0.03451078243998218
2020-03-06,-0.028674468127920072,-0.02949756278539528,-0.017200943652385448
2020-03-09,-0.07017845436517245,-0.1458645713770199,-0.07901041294037192
2020-03-10,0.0661472594478063,0.059586899995507814,0.048215052425859106
2020-03-11,-0.046360189777418626,-0.017350099445250677,-0.05010289280860558
2020-03-12,-0.09964166881112835,-0.12349321992425466,-0.09994485240247286
2020-03-13,0.13292898226108107,-0.02516461028135719,0.08880840694923542
2020-03-16,-0.15945341283925973,-0.20552226728199763,-0.12765219747281709
2020-03-17,0.07912213347380082,-0.033981345006121266,0.05822631263569189
